1,14
1,43
2,4
2,65
2,66
3,21
3,50
3,63
5,39
5,43
6,52
7,16
7,57
7,64
8,13
8,15
8,26
8,27
8,38
8,47
8,52
8,57
9,11
9,26
9,49
9,61
10,12
10,18
10,19
10,25
10,44
10,55
10,68
12,44
13,33
13,47
13,52
14,36
14,43
15,38
15,57
16,57
16,64
17,20
17,28
17,49
18,19
18,23
18,55
18,64
19,55
20,28
20,30
20,46
20,49
21,50
21,63
21,64
21,70
22,35
22,40
22,43
22,65
22,69
23,55
24,34
24,49
24,54
26,49
26,52
27,52
28,49
29,49
30,46
31,48
31,64
31,70
32,44
33,52
34,49
34,54
35,65
37,44
38,57
39,43
40,65
41,51
41,52
41,59
42,69
43,56
43,60
43,62
45,49
45,61
47,52
49,54
49,61
49,66
50,63
50,64
50,70
51,52
51,59
52,59
53,64
56,65
57,64
58,66
60,62
64,67
64,70
65,66
65,69
