1,2
1,3
2,3
2,4
2,5
3,4
3,31
3,62
4,5
4,47
4,57
5,6
5,47
6,15
6,27
7,9
7,17
7,28
7,68
8,9
8,23
9,11
9,17
9,34
10,12
10,13
11,13
12,34
12,73
14,19
14,28
14,29
15,68
15,69
15,70
16,41
16,44
17,18
17,29
17,41
18,19
18,20
18,21
18,29
19,28
19,31
20,35
20,37
20,38
21,23
21,38
22,24
22,25
22,39
23,24
23,39
23,44
24,25
24,39
25,34
26,46
26,72
27,34
29,41
30,65
30,66
30,74
31,34
31,41
32,33
32,34
32,39
33,34
33,35
33,36
33,63
34,36
34,41
34,42
34,49
35,36
35,38
35,57
35,58
36,57
37,38
37,39
39,41
39,42
39,45
39,48
40,41
40,43
40,44
40,45
40,60
40,64
41,43
41,44
41,45
41,48
41,60
42,44
43,44
45,48
46,49
46,51
46,52
46,54
46,61
47,57
48,50
49,52
49,72
50,61
50,64
51,52
51,53
52,53
53,57
53,66
54,59
54,61
55,57
56,57
56,70
57,58
59,63
60,70
61,62
61,63
61,64
61,68
62,63
62,64
65,66
65,71
66,71
66,74
67,68
67,69
67,72
68,69
68,70
68,73
69,70
69,72
69,75
70,71
70,72
70,75
72,73
72,74
72,75
73,74
